similarity,sent_num,story,lang,lag,span
0.050698702813180625,157,4,eng,1,1
0.04571555263310302,158,4,eng,1,1
0.3666613955059726,159,4,eng,1,1
0.32714974554568893,160,4,eng,1,1
0.33207081690204243,161,4,eng,1,1
0.20132593310730004,162,4,eng,1,1
0.3225913326383081,163,4,eng,1,1
0.6695045360839189,164,4,eng,1,1
0.29831921586161814,165,4,eng,1,1
0.08149026068081484,166,4,eng,1,1
0.23838468209729452,167,4,eng,1,1
0.23387610411242482,168,4,eng,1,1
0.15010147635912227,169,4,eng,1,1
0.19164361539849548,170,4,eng,1,1
0.36755668486384463,171,4,eng,1,1
0.28790061561048613,172,4,eng,1,1
NA,1,1,eng,1,2
NA,2,1,eng,1,2
NA,3,1,eng,1,2
0.3567817913419452,4,1,eng,1,2
0.26795166538221704,5,1,eng,1,2
0.19116203541528068,6,1,eng,1,2
0.2624648680383834,7,1,eng,1,2
0.3515035660400183,8,1,eng,1,2
0.47506108113882445,9,1,eng,1,2
0.43446544284347327,10,1,eng,1,2
0.5232782328287691,11,1,eng,1,2
0.3079532331089239,12,1,eng,1,2
0.34956277783985357,13,1,eng,1,2
0.19094519123234932,14,1,eng,1,2
0.45949817222694045,15,1,eng,1,2
0.17634130435116765,16,1,eng,1,2
0.22560586804692057,17,1,eng,1,2
0.3651063619601922,18,1,eng,1,2
0.2701736538634893,19,1,eng,1,2
0.26750784688988877,20,1,eng,1,2
0.316472220225245,21,1,eng,1,2
0.41323788126507993,22,1,eng,1,2
0.3187984672232848,23,1,eng,1,2
0.4852068725591237,24,1,eng,1,2
0.46281380712482934,25,1,eng,1,2
0.07829083390516056,26,1,eng,1,2
0.1677652874725891,27,1,eng,1,2
0.30215536300320184,28,1,eng,1,2
0.25694355421499926,29,1,eng,1,2
0.41673324122591354,30,1,eng,1,2
0.233914654885441,31,1,eng,1,2
0.37369211767182664,32,1,eng,1,2
0.23090621848673126,33,1,eng,1,2
0.2715520581672744,34,1,eng,1,2
0.5717025113355086,35,1,eng,1,2
0.2584632808146732,36,1,eng,1,2
0.2955052240663648,37,1,eng,1,2
0.24303170642384203,38,1,eng,1,2
0.31220596615161217,39,1,eng,1,2
0.382641208493613,40,1,eng,1,2
0.11634988999994851,41,1,eng,1,2
0.2478162189335734,42,1,eng,1,2
0.3245037949892787,43,1,eng,1,2
0.17941514093952654,44,1,eng,1,2
0.265713579640198,45,1,eng,1,2
0.32493726214367236,46,1,eng,1,2
0.4753066895873592,47,1,eng,1,2
0.4978602791012539,48,1,eng,1,2
0.22226435530683405,49,1,eng,1,2
0.15902788282330438,50,1,eng,1,2
0.3143554589083557,51,1,eng,1,2
0.3615795631579926,52,1,eng,1,2
0.3058299412592889,53,1,eng,1,2
0.06024049268257555,54,1,eng,1,2
0.3241413297662237,55,1,eng,1,2
0.29356827856639295,56,1,eng,1,2
0.2219065350783491,57,1,eng,1,2
0.26285238548654327,58,1,eng,1,2
0.42149504423785494,59,1,eng,1,2
0.25032451517519305,60,1,eng,1,2
0.22851177336586495,61,1,eng,1,2
0.22801538762018966,62,1,eng,1,2
0.4038324690593407,63,1,eng,1,2
0.25916418420342546,64,1,eng,1,2
0.31630343924001736,65,1,eng,1,2
0.20979840551464296,66,1,eng,1,2
0.435374431451621,67,1,eng,1,2
0.315921740412482,68,1,eng,1,2
0.48773899023387685,69,1,eng,1,2
